11606|Michaela Denis Medical Clinic|KILIFI
11607|St Anne Mida Catholic Dispensary|Kilifi
11609|Midoina Dispensary|KILIFI
11610|Mijomboni Dispensary|KILIFI
11611|Mikanjuni Family Medical Clinic|MOMBASA
11612|Mikanjuni Medical Clinic|MOMBASA
11613|Mikindani (MCM) Dispensary|MOMBASA
11614|Mikindani Catholic Dispensary|MOMBASA
11615|Mikindani Medical Clinic|MOMBASA
11616|Miranga Medical Clinic|Mombasa
11617|Mirapera Dispensary|Kilifi
11618|Mirihini Dispensary|KILIFI
11620|Miritini CDF Dispensary|MOMBASA
11621|Mishoroni Dispensary|MOMBASA
11622|Mission K Clinic|LAMU
11623|Mission Medical Clinic (Bahari)|KILIFI
11624|Mivumoni (Catholic) Dispensary|KWALE
11625|Mizijini Dispensary|KILIFI
11626|Mjeni Medical Clinic|MOMBASA
11627|Mkangombe Dispensary|KWALE
11628|Mkokoni Dispensary|LAMU
11629|Mkongani Health Centre|KWALE
11630|Mkundi Dispensary|KWALE
11631|Mkunumbi Dispensary|LAMU
11632|David Kariuki Medical Centre|KILIFI
11633|Mkwiro Dispensary|KWALE
11634|Mlaleo Health Centre|MOMBASA
11635|Mlanjo Dispensary|TANA RIVER
11636|Mnarani Dispensary|KILIFI
11637|Mnazini Dispensary|TANA RIVER
11638|Mnyenzeni Health centre|KWALE
11639|Moa Dispensary|LAMU
11640|Moi Airport Dispensary|MOMBASA
11641|Moi District Hospital Voi|TAITA TAVETA
11642|Mokowe Health Centre|LAMU
11643|Mombasa Hospital|MOMBASA
11645|Mother Amadea Health Centre|MOMBASA
11646|Mother Teresa Medical Clinic|Mombasa
11647|Mount View Nursing & Maternity Home|TAITA TAVETA
11648|Mpeketoni Health Services Clinic|LAMU
11649|Mpeketoni Sub-County Hospital|LAMU
11650|Mpinzinyi Health Centre|TAITA TAVETA
11651|Mrima (Catholic) Dispensary|KWALE
11652|Mrughua Dispensary|TAITA TAVETA
11653|Muryachakwe Dispensary|KILIFI
11654|St Marys Msabaha Catholic Dispensary|KILIFI
11655|Msambweni District Hospital|KWALE
11656|Msau Dispensary|TAITA TAVETA
11657|Msikiti Noor Medical Clinic|MOMBASA
11658|Msulwa Dispensary|KWALE
11659|Msumarini Dispensary|KILIFI
11661|Mt Harmony Clinic|KILIFI
11662|Mtaa Dispensary|KWALE
11663|Mtaani Clinic|KILIFI
11664|Mtangani Medical Clinic|KILIFI
11665|MTC Mombasa|Mombasa
11666|Mtepeni Dispensary|KILIFI
11667|Mtondia Dispensary|KILIFI
11668|Mtondia Medical Clinic|KILIFI
11669|Mtongwe (MCM) Dispensary|MOMBASA
11670|Mtopanga Clinic|MOMBASA
11672|Mtwapa Health Centre|KILIFI
11673|Mtwapa Nursing Home|KILIFI
11674|Mudzo Medical Clinic|Kilifi
11675|Mugos Clinic|LAMU
11676|Muhaka Dispensary|KWALE
11677|Municipal Health Centre|KILIFI
11679|Mvita Dispensary|MOMBASA
11680|Mvono Clinic|TAITA TAVETA
11681|Mwabila Dispensary|KWALE
11682|Mwachinga Dispensary|KWALE
11683|Mwakirunge Dispensary|MOMBASA
11684|Mwaluphamba Dispensary|KWALE
11685|Mwaluvanga Dispensary|KWALE
11686|Mwambirwa Dispensary|TAITA TAVETA
11687|Mwanda Dispensary|KWALE
11688|Mwanda Health Centre (Taita Taveta)|TAITA TAVETA
11689|Mwangatini Dispensary|KILIFI
11690|Mwangaza Medical Clinic (Mombasa)|Mombasa
11691|Mwangulu Dispensary|KWALE
11692|Mwanzo Medical Clinic|Kilifi
11693|Mwapala Dispensary|KWALE
11694|Mwatate Sisal Estate Clinic|TAITA TAVETA
11695|Mwatate Sub-District Hospital|TAITA TAVETA
11696|Mwawesa Medical Clinic|KILIFI
11697|Mwembe Tayari Staff Clinic|Mombasa
11698|Mwichens Medical Clinic|Kilifi
11699|Nanighi Dispensary (Tana River)|TANA RIVER
11700|Ndau Dispensary|LAMU
11701|Ndavaya Health centre|KWALE
11702|Ndilidau Dispensary (Jipe)|TAITA TAVETA
11704|Ndome Dispensary (Taita)|TAITA TAVETA
11705|Ndovu Health Centre|TAITA TAVETA
11707|Neema Medical Clinic(Magarini)|KILIFI
11709|New Nyali Paeds Hospital|Mombasa
11710|New Road Medical Care|MOMBASA
11711|Ngao District Hospital|TANA RIVER
11712|Ngathini Dispensary|KWALE
11713|Ngerenya Dispensary|KILIFI
11714|Ngombeni Dispensary|KWALE
11715|Ngomeni Dispensary (Magarini)|KILIFI
11716|Nguuni Health Centre|MOMBASA
11718|Njukini Health Centre|TAITA TAVETA
11719|Nuru Health Care Centre|KILIFI
11720|Nyache Health Centre|TAITA TAVETA
11721|Nyali Health Care Limited|MOMBASA
11722|Nyali Barracks Dispensary|MOMBASA
11723|Nys Dispensary (Kilindini)|MOMBASA
11725|Oda Dispensary|TANA RIVER
11727|Om Dental Centre|Mombasa
11728|Ozi Dispensary|TANA RIVER
11729|Pablo Hortsman Health Centre|LAMU
11730|Palakumi Dispensary|KILIFI
11731|Palani Health Care Clinic|MOMBASA
11732|Pamar Medical Clinic|MOMBASA
11733|Pandanguo Dispensary|LAMU
11734|Pandya Memorial Hospital|MOMBASA
11735|Patte Dispensary|LAMU
11736|Pendo Medical Clinic (Kilindini)|MOMBASA
11738|Pingilikani Dispensary|KILIFI
11740|Port Reitz District Hospital|MOMBASA
11741|Port Reitz MTC Dispensary|MOMBASA
11744|Pumwani Dispensary|TANA RIVER
11745|Ndongo Purple Clinic|TAITA TAVETA
11746|Pwani Maternity and Nursing Home|KILIFI
11747|Queen Kadede Medical Clinic|Mombasa
11748|Rabai Rural Health Demonstration Centre|KILIFI
11749|Rafiki Miracle Clinic (Hindi )|Lamu
11751|Rainbow Community Care|KILIFI
11752|Rainbow Medical Burangi|Kilifi
11753|Ramada Dispensary|KILIFI
11755|Rea Vipingo Dispensary|KILIFI
11756|Ribe Dispensary|KILIFI
11757|Riflot Medical Centre|TAITA TAVETA
11758|Roka Maweni Dispensary|KILIFI
11759|Royal Health Care|KILIFI
11760|Rumangao Dispensary|TAITA TAVETA
11761|Sabaki Dispensary|KILIFI
11763|Sagaighu Dispensary|TAITA TAVETA
11764|Sagala Health Centre|TAITA TAVETA
11765|Saifee Foundation Medical Centre|Mombasa
11766|Salama Medical Clinic (Mombasa)|Mombasa
11767|Samba Medical Clinic|MOMBASA
11768|Samburu Health Centre|KWALE
11769|Sangekoro Dispensary|TAITA TAVETA
11770|Santa Maria Medical Clinic|MOMBASA
11772|Savana Medical Clinic|MOMBASA
11773|Sevani Medical Centre|MOMBASA
11774|Sayyida Fatimah Hospital|MOMBASA
11775|Skans Health Care Centre|MOMBASA
11776|Ballore Africa Logistic Staff Clinic|Mombasa
11777|Sea Breeze Medical Clinic|Kilifi
11778|Semikaro Dispensary|TANA RIVER
11779|Senior Staff Medical Clinic (MCM)|MOMBASA
11780|Sera Dispensary|TANA RIVER
11781|Shalom Health Services|MOMBASA
11783|Shanzu Teachers College Clinic|MOMBASA
11784|Shella Dispensary|LAMU
11785|Shika Adabu (MCM) Dispensary|MOMBASA
11786|Shiloh Nursing Clinic|MOMBASA
11787|Shimba Hills Health Centre|KWALE
11788|Shimo La Tewa High School Dispensary|MOMBASA
11789|Shimoni Dispensary|KWALE
11791|Shree Cuteh Sat Sanf Swaminara|MOMBASA
11792|Shuffa Clinic|TANA RIVER
11793|Shukrani Medical Clinic|MOMBASA
11794|Silaloni Dispensary|KWALE
11796|Siloam Medical Clinic (Malindi)|KILIFI
11799|Siu Dispensary|LAMU
11800|Sloam Medical Clinic|Lamu
11802|Sokoke Dispensary|KILIFI
11803|Sokoke Medical Clinic|Kilifi
11804|Sombo Dispensary|TANA RIVER
11805|Sosoni Dispensary|KILIFI
11807|Sparki Health Services|MOMBASA
11808|St Andrews Medical Clinic|KILIFI
11809|St Anns Medical Clinic|MOMBASA
11813|St Elizabeth Medical Clinic Bakarani|Mombasa
11815|St Grace Medical Clinic|MOMBASA
11816|St Hillarias Medical Clinic|MOMBASA
11817|St Josephs Shelter of Hope|TAITA TAVETA
11818|St Lukes (ACK) Nursing home Kaloleni|KILIFI
11820|St Marys Medical Clinic  (magarini)|KILIFI
11823|St Pauls Medical Clinic (Malindi)|Kilifi
11824|St Peters Hospital|KILIFI
11825|St Terezia Medical Clinic|Kilifi
11826|St Theresa Dispensary|KILIFI
11829|Star Hospital|KILIFI
11830|Star of Good Hope Medical Clinic|KWALE
11831|State House Dispensary (Mombasa)|MOMBASA
11832|Stella Maris Medical Clinic|MOMBASA
11833|Sun N Sand Medical Clinic|KILIFI
11835|Super Medical Clinic|Kilifi
11836|Takaungu Dispensary|KILIFI
11837|Tarasaa Catholic Dispensary|TANA RIVER
11838|Taru Dispensary|KWALE
11839|Tausa Health Centre|TAITA TAVETA
11840|Taveta District Hospital|TAITA TAVETA
11841|Taveta Meditech Centre|TAITA TAVETA
11843|Tawfiq Muslim Hospital|KILIFI
11844|Tawheed Dispensary|KILIFI
11845|Chamalo Medical Clinic|KILIFI
11846|Tchundwa Dispensary|LAMU
11848|Tezo Community Health Care|KILIFI
11849|Thureya Medical Clinic|MOMBASA
11851|Timboni Community Dispensary|KILIFI
11852|Titila (AIC) Dispensary|TANA RIVER
11853|Tiwi RHTC|KWALE
11854|Tononoka Administration Police Dispensary & VCT|MOMBASA
11855|Town Centre Medical Clinic|KILIFI
11856|Travellers Medical Clinic|MOMBASA
11858|Trinity Medical Clinic (Changamwe)|MOMBASA
11859|Tsangatsini Dispensary|KILIFI
11861|Tudor District Hospital (Mombasa)|MOMBASA
11862|Tudor Health Care|MOMBASA
11863|Tumaini Medical Cl Dzitsoni|KILIFI
11864|Tumaini Medical Clinic (Changamwe)|MOMBASA
11865|Tumaini Medical Clinic|Kwale
11867|Ukunda Diani Catholic Dispensary|KWALE
11870|Upendo Health Care Clinic|KILIFI
11873|Utange Dispensary|MOMBASA
11876|Uzima Medical Clinic (Kilifi)|Kilifi
11877|Uzima Medical Clinic (Lamu)|LAMU
11878|Uzima Medical Clinic (Malindi)|Kilifi
11880|Vigurungani Dispensary|KWALE
11881|Vipingo Rural Demonstration Health Centre|KILIFI
11882|Visa Oshwol Dispensary|Mombasa
11883|Vitengeni Health Centre|KILIFI
11884|Vitsangalaweni Dispensary|KWALE
11886|Vutakaka Medical Clinic|Kilifi
11887|Vyongwani Dispensary|KWALE
11888|Waa Dispensary|KWALE
11889|Waldena Dispensary|TANA RIVER
11890|Wananchi Medical Clinic (Kilindini)|MOMBASA
11891|Wananchi Nursing Home|KILIFI
11892|Wasini Dispensary|KWALE
11893|Watamu (SDA) Dispensary|KILIFI
11894|Watamu Community Health Care|KILIFI
11895|Watamu Dispensary|KILIFI
11896|Watamu Maternity and Nursing Home|KILIFI
11897|Watamu Hospital|KILIFI
11898|Wayani Medical Clinic (Changamwe)|MOMBASA
11900|Wayu Dispensary|TANA RIVER
11901|Wema Catholic Dispensary|TANA RIVER
11902|Wema Centre Medical Clinic|MOMBASA
11903|Wenje Dispensary|TANA RIVER
11904|Werugha Health Centre|TAITA TAVETA
11905|Westlands Health Care Services|MOMBASA
11906|Wesu District Hospital|TAITA TAVETA
11907|Witu Health Centre|LAMU
11908|Wundanyi Sub-District Hospital|TAITA TAVETA
11909|Wusi-Wutesia (ACK) Dispensary|TAITA TAVETA
11911|Yeshua Medical|MOMBASA
11912|Oasis Medical Center|KILIFI
11913|Ziwa La Ngombe Medical Clinic|MOMBASA
11915|Ziwani Dispensary|TAITA TAVETA
11917|78 Tank Battalion Dispensary|ISIOLO
11919|Afya Bora Clinic (Meru South)|THARAKA-NITHI
11920|Afya Medical Clinic (Kangundo)|Machakos
11921|Afya Njema Clinic|MACHAKOS
11922|Air Port Medical Centre|MACHAKOS
11923|Akachiu Health Centre|MERU
11924|Alfalah Nursing Home|ISIOLO
11925|Amani Medical Clinic (Kambu)|MAKUENI
11926|Amani Afya Clinic (Kibwezi)|Makueni
11927|Ambalo Dispensary|MARSABIT
11928|Amugaa Health Centre|MERU
11929|Amungeti Catholic Dispensary|MERU
11930|Anona Dispensary|MARSABIT
11931|Apdk Dispensary (Machakos)|MACHAKOS
11932|Approved School Dispensary (Machakos)|MACHAKOS
11933|Apu Dispensary|ISIOLO
11934|Athi Kamunyuni Health Centre|MAKUENI
11935|Athi River Community Hospital|MACHAKOS
11936|Athi River Health Centre|MACHAKOS
11937|Athi River Medical Services|MACHAKOS
11938|Azimio Medical Clinic (Meru South)|THARAKA-NITHI
11939|B/Valley (PCEA) Clinic|EMBU
11940|Badassa Dispensary|MARSABIT
11941|Balesa Dispensary|MARSABIT
11942|Baragu Health Centre|THARAKA-NITHI
11943|Baraka Afya Clinic|EMBU
11944|Salem Medical Services|KITUI
11945|Barambate Dispensary|ISIOLO
11946|Barazani Medical Clinic|MAKUENI
11947|Basa Dispensary|ISIOLO
11948|Bethsaida Medical Clinic (Kangundo)|MACHAKOS
11949|Bethwell Clinic|Embu
11950|Bisan Biliqo Dispensary|ISIOLO
11951|Boji Dispensary|ISIOLO
11952|Bori Dispensary|MARSABIT
11953|Iresaboru Dispensary|ISIOLO
11954|Bright Medical. Clinic|MERU
11955|Bishop Kioko Catholic Hospital|MACHAKOS
11956|Bubisa Dispensary|MARSABIT
11957|Bulesa Dispensary|ISIOLO
11958|Butiye Dispensary|MARSABIT
11959|By Faith Medical Clinic|EMBU
11960|Catholic Dispensary (Isiolo)|ISIOLO
11961|Makindu Catholic Dispensary|MAKUENI
11962|Kambu Catholic Dispensary|MAKUENI
11963|Christian Community Services Dispensary (Maua)|MERU
11964|Ccs Kiritiri Clinic|EMBU
11965|Central Medical Clinic|Machakos
11966|CFW Kimangaru Clinic|EMBU
11967|Charuru Dispensary|MERU
11968|Cheera Dispensary|THARAKA-NITHI
11969|Chiakariga Health Centre|THARAKA-NITHI
11970|Chogoria (PCEA) Hospital|THARAKA-NITHI
11971|Chugu Dispensary|MERU
11972|Chuka Cottage Hospital|THARAKA-NITHI
11973|Chuka District Hospital|THARAKA-NITHI
11974|Chuluni Dispensary|KITUI
11975|Ciama Medical Clinic|MERU
11976|Consolata Hospital (Nkubu)|MERU
11977|Cottolengo Mission Hospital|MERU
11978|Courtesy Community Based Health Services|Machakos
11979|Crossroad Nursing Home|MARSABIT
11980|Curran Dispensary|KITUI
11981|D Comboni Mission|MACHAKOS
11982|Dabel Health Centre (Moyale)|MARSABIT
11983|Dakabaricha Dispensary|MARSABIT
11984|Dallas Dispensary|EMBU
11985|Dambalafachana Health Centre|MARSABIT
11986|Dirib Gombo Dispensary|MARSABIT
11987|Don Bosco Clinic|EMBU
11988|Donyo Sabuk Nursing Home|MACHAKOS
11989|Dr Mutuma Medical Clinic|MACHAKOS
11990|Dukana Health Centre (North Horr)|MARSABIT
11991|Dwa Health Centre|MAKUENI
11992|EAPC Kigumo Clinic|EMBU
11993|East Way Medical Clinic|Machakos
11994|Ebenezer Dispensary|MAKUENI
11995|Ekalakala Health Centre|MACHAKOS
11996|Ekalakala Medical Clinic|MACHAKOS
11997|El Hadi Dispensary|Marsabit
11998|Eldera Dispensary|ISIOLO
11999|Elgade Dispensary|MARSABIT
12001|El-Molo Bay Dispensary|MARSABIT
12002|Emali Nursing Home|MAKUENI
12003|Embori Farm Clinic|MERU
12004|Embu Provincial General Hospital|EMBU
12005|Emmanuel Kigari (ACK) Dispensary|EMBU
12006|Ex Lewa Dispensary|MERU
12007|Ena Dispensary|EMBU
12008|Endau Dispensary|KITUI
12009|Endei Dispensary|MACHAKOS
12011|Enziu Dispensary|KITUI
12012|Eremet Dispensary|ISIOLO
12013|Faith Nursing Home (Ikutha)|KITUI
12015|Family Care Medical Centre (Meru)|MERU
12017|Family Medical Clinic (Machakos)|Machakos
12018|Suleman Farooq Memorial Centre|TAITA TAVETA
12019|Forolle Dispensary|MARSABIT
12020|Fr Meru Dispensary|Meru
12021|Frontier Clinic|MERU
12022|Gacabari Dispensary|EMBU
12023|Gachuriri Dispensary|EMBU
12024|Gaciongo Dispensary|THARAKA-NITHI
12025|Gafarsa Health Centre|ISIOLO
12026|Gaitu Dispensary|MERU
12027|Gakoromone Dispensary|MERU
12028|Gangara Dispensary|MERU
12029|Garbatulla District Hospital|ISIOLO
12030|Gatab Health Centre|MARSABIT
12031|Gatimbi Health Centre|MERU
12032|Gatumbi Dispensary|EMBU
12033|Gatunduri Dispensary|EMBU
12034|Gatunga Health Centre|THARAKA-NITHI
12035|Getrude Dispensary|EMBU
12036|Giaki Sub-District Hospital|MERU
12037|Gianchuku Dispensary|THARAKA-NITHI
12038|Gichiche Dispensary|EMBU
12039|Gitare Dispensary (Embu)|EMBU
12040|Gitaru Clinic|EMBU
12041|Githongo District Hospital|MERU
12042|Gitine Dispensary|MERU
12044|Gitoro Dispensary|MERU
12045|GK Prison Dispensary (Embu)|EMBU
12046|GK Prison Dispensary (Isiolo)|ISIOLO
12047|GK Prison Dispensary (Kitui)|KITUI
12048|GK Prison Dispensary (Machakos)|MACHAKOS
12049|GK Prison Dispensary (Meru)|MERU
12050|Godoma Model Health Centre (Moyale)|MARSABIT
12051|Golole Dispensary|MARSABIT
12052|Good Will Medical Clinic|Machakos
12053|Goro Rukesa Dispensary|MARSABIT
12054|Gus Dispensary|MARSABIT
12055|Hardship Medical Clinic|MACHAKOS
12056|Kibwezi Health Care Clinic|MAKUENI
12057|Heillu Dispensary|MARSABIT
12058|Heshima Medical Clinic (Kangundo)|Machakos
12060|Highway Medical Clinic|MERU
12061|Hurri-Hills Dispensary|MARSABIT
12062|Huruma Clinic (Embu)|EMBU
12063|Kibwezi Huruma Medical Clinic and Laboratory|MAKUENI
12064|Huruma Medical Clinic (Imenti Central)|Meru
12065|Huruma Medical Clinic (Kangundo)|MACHAKOS
12066|Ismc|MARSABIT
12067|Ichomba Clinic|MERU
12068|Ideal Medical Clinic (Kangundo)|MACHAKOS
12069|Igamatundu Dispensary|THARAKA-NITHI
12070|Igandene Dispensary|MERU
12071|Igoki Dispensary|MERU
12072|IIANI DISPENSARY|MAKUENI
12073|Iiani Catholic Dispensary|KITUI
12074|Iiani/Kiatineni Dispensary|MAKUENI
12075|Ikaatini Dispensary|MACHAKOS
12076|St John Baptist Ikalaasa Mission Dispensary|MACHAKOS
12077|Ikanga  Hospital|KITUI
12078|Ikombe Dispensary|MACHAKOS
12079|Ikumbo Dispensary|THARAKA-NITHI
12080|Ikutha Health Centre|KITUI
12081|Ikuu Dispensary|THARAKA-NITHI
12082|Ikuyuni Dispensary|KITUI
12083|Ilalambyu Dispensary|KITUI
12084|Ilengi Dispensary|KITUI
12085|Ilika Dispensary|KITUI
12086|Illaut Dispensary|MARSABIT
12087|Illeret Health Centre (North Horr)|MARSABIT
12088|Imani Health Care (Machakos)|Machakos
12089|Imani Yako Medical Clinic|MACHAKOS
12090|Kambu Integrated Health Clinic|MAKUENI
12091|Inyuu Dispensary|KITUI
12092|Iriga Dispensary|THARAKA-NITHI
12093|AIC Dispensary (Isiolo)|ISIOLO
12094|Isiolo District Hospital|ISIOLO
12095|Itabua Police Dispensary|EMBU
12096|Ithaeni Dispensary|MACHAKOS
12097|Ithimbari Dispensary|MERU
12098|Itoleka Dispenasry|KITUI
12099|Itongolani Dispensary|KITUI
12100|Itugururu Dispensary|THARAKA-NITHI
12101|Itunduimuni Health Centre|MACHAKOS
12102|Iuani Health Centre|MAKUENI
12103|Iuuma Dispensary|MACHAKOS
12104|Ivuusya Dispensary|KITUI
12106|Jambu Medical Clinic|MERU
12107|Jamii Afya Clinic|Kitui
12108|Jamii Medical Clinic (Mwala)|MACHAKOS
12109|Jetma Clinic|EMBU
12110|Jordan Hospital|KITUI
12111|Jordan Medical Clinic (Kangundo)|MACHAKOS
12113|Josan Medical Clinic|THARAKA-NITHI
12114|Joykim Nursing Home|EMBU
12115|Juhudi Medical Clinic|Machakos
12116|K K Chogoria Clinic|MERU
12117|K K Medical Clinic|MERU
12118|Kaani Dispensary|MACHAKOS
12119|Kaanwa Dispensary|THARAKA-NITHI
12120|Kaare Dispensary|THARAKA-NITHI
12121|Kabaa Dispensary|KITUI
12122|Kabuguri Dispensary|EMBU
12123|Kadafu Medical Clinic|Machakos
12124|Kageni Med Clinic|THARAKA-NITHI
12125|Kagoji Dispensary|MERU
12126|ABC Thange Dispensary|MAKUENI
12127|Kaiani (ABC) Dispensary|MACHAKOS
12128|Kairungu Dispensary (Kyuso)|Kitui
12129|Kairungu Dispensary (Mwingi)|KITUI
12130|Kairuri Health Centre|EMBU
12131|Kajiampau Dispensary|THARAKA-NITHI
12132|Kajuki Health Centre|THARAKA-NITHI
12134|Kakeani Dispensary|KITUI
12135|Kako Dispensary|MAKUENI
12136|Kakongo Dispensary|MACHAKOS
12137|Kakululo Dispensary|KITUI
12138|Kakungu Dispensary|KITUI
12139|Kakuuni Dispensary|KITUI
12141|Kalacha (AIC) Dispensary|MARSABIT
12142|Kalacha Hospital (Chalbi)|MARSABIT
12143|Kalala Dispensary|MACHAKOS
12144|Kalama Dispensary|MACHAKOS
12146|Kalandini Health Centre|MACHAKOS
12147|Kalawa Health Centre|MAKUENI
12148|Kalewa Dispensary|THARAKA-NITHI
12149|Kali Dispensary|MAKUENI
12150|Kaliani Health Centre|MAKUENI
12151|Kaliku Dispensary|KITUI
12152|Kalikuvu Dispensary|KITUI
12153|Kalimani Disensary|KITUI
12154|Kalisasi Health Centre|KITUI
12155|Kalitini Dispensary|KITUI
12156|Kalulini Health Centre (Kibwezi)|MAKUENI
12157|Kalunga Dispensary|MACHAKOS
12158|Kamacabi Dispensary|THARAKA-NITHI
12159|Kamaindi Dispensary|THARAKA-NITHI
12160|Kamandio Dispensary|KITUI
12161|Kamanyaki Health centre|THARAKA-NITHI
12162|Kambandi Dispensary|THARAKA-NITHI
12163|Kambusu Dispensary|MACHAKOS
12164|Kamumu Dispensary|EMBU
12165|Kamusiliu Dispensary|KITUI
12166|Kamutei Health Centre|KITUI
12167|Kamuthanga Dispensary|MACHAKOS
12168|Kamuthatha Clinic|EMBU
12169|Kamuwongo Dispensary|KITUI
12170|Kamwathu Dispensary|THARAKA-NITHI
12171|Kangalu Dispensary|KITUI
12172|Kangaru Dispensary (Embu)|EMBU
12173|Kangaru Hospital|EMBU
12174|Kangeta Health Centre|MERU
12176|Kangundo Community Clinic|MACHAKOS
12177|Kangundo District Hospital|MACHAKOS
12178|Kaningo Health Centre|KITUI
12179|Kanja Health Centre|EMBU
12180|Kanyaa Dispensary|KITUI
12181|Kanyakine District Hospital|MERU
12183|Kanyangi Mission Dispensary|KITUI
12184|Kanyangi  Hospital|KITUI
12185|Kanyuambora Dispensary|EMBU
12186|Kanyunga Health Centre|KITUI
12187|Kanyungu Dispensary|MAKUENI
12188|Kanyuru Dispensary|THARAKA-NITHI
12190|Kanziku Health Centre|KITUI
12191|Kanzokea Health Centre|MAKUENI
12192|Kaongo Health Centre|MERU
12193|Karaba Dispensary (Mbeere)|EMBU
12194|Karaba Wango Dispensary|EMBU
12195|Karama Dispensary|MERU
12196|Karandini Dispensary|THARAKA-NITHI
12197|Karare Dispensary|MARSABIT
12198|Karau Health Centre|EMBU
12199|Kargi Dispensary|MARSABIT
12200|Karia Dispensary|MERU
12201|Karimba Dispensary|THARAKA-NITHI
12202|Karimonga Dispensary|MERU
12203|Karurumo Rhtc|EMBU
12204|Kasaala Health Centre|KITUI
12205|PCEA Kasasule Dispensary|MAKUENI
12206|Kaseve Medical Clinic|MACHAKOS
12207|Kasikeu Catholic Dispensary|MAKUENI
12208|Kasikeu Dispensary |MAKUENI
12210|Kasunguni Dispensary|KITUI
12211|Kasyala Health Centre|KITUI
12212|Katagini Dispensary|MAKUENI
12213|Katakani Dispensary|KITUI
12214|Katalwa Dispensary|KITUI
12215|Katangi Health Centre|MACHAKOS
12216|Katangi Mission Dispensary|MACHAKOS
12217|Katani Dispensary|MACHAKOS
12218|Katethya Medical Clinic|KITUI
12220|Kathama Dispensary|MACHAKOS
12221|Kathande Medical Clinic|EMBU
12222|Kathangacini Dispensary|THARAKA-NITHI
12223|Kathangari Dispensary|EMBU
12224|Kathangariri (ACK) Clinic|EMBU
12225|Kathangariri Dispensary|EMBU
12226|Kathanje Dispensary|EMBU
12227|Kathanjuri Dispensary|EMBU
12228|Kathelwa Medical Clinic|MERU
12229|Kathera Dispensary|MERU
12230|Kathiani District Hospital|MACHAKOS
12231|Kanthiari Dispensary|MERU
12232|Kathigu Health Centre|MERU
12233|Kathiranga Dispensary|MERU
12234|Kathithi Dispensary|MERU
12235|Kathonzweni Catholic Dispensary|MAKUENI
12236|Kathonzweni Health Centre|MAKUENI
12237|Kathukini Dispensary|MACHAKOS
12238|Kathulumbi Dispensary|MAKUENI
12239|Kathunguri Dispensary|EMBU
12240|Kathyaka Dispensary|MAKUENI
12241|Katilini Health Centre|KITUI
12242|Katse Health Centre|KITUI
12243|Rehoboth Maternity Nursing Home(Mwingi North)|KITUI
12244|Katulani Health Centre|MACHAKOS
12246|Katulye Dispensary|MACHAKOS
12247|Katumani Dispensary|MACHAKOS
12248|Katumbu Dispensary|KITUI
12249|Katutu Dispensary|KITUI
12250|Katwanyaa Medical Clinic|Machakos
12251|Katyethoka Health Centre|KITUI
12252|Kauma Dispensary (Kitui)|KITUI
12253|Kaumu Health Centre|KITUI
12255|Kauwi Sub-District Hospital|KITUI
12256|Kavata Nzou Dispensary|Makueni
12257|Kaviani Health Centre|MACHAKOS
12258|Kavindu Health Centre|KITUI
12259|Kavisuni Dispensary|KITUI
12260|Kavisuni Health Care Clinic|KITUI
12261|Kavumbu Dispensary|MAKUENI
12262|Kavuta Dispensary|KITUI
12263|Kavuthu H/Centre|MAKUENI
12264|Kavuvwani Dispensary|Kitui
12265|Kawethei Medical Clinic|Machakos
12266|Kawiria Maternity Home|MERU
12267|Kayatta Dispensary|MACHAKOS
12268|Kea Dispensary|KITUI
12269|Kevote Catholic Dispensary|EMBU
12270|Kiairugu Dispensary|THARAKA-NITHI
12271|Kiambere Dam Dispensary|EMBU
12272|Kiamuchairu Health Centre|THARAKA-NITHI
12273|Kiamuchii Dispensary|THARAKA-NITHI
12274|Kiamuringa Dispensary|EMBU
12275|Kiamuriuki Dispensary|THARAKA-NITHI
12276|Kiangini Dispensary|MAKUENI
12277|Kiangondu Dispensary|THARAKA-NITHI
12278|Kianjokoma (ACK) Trinity Clinic|EMBU
12279|Kianjokoma Sub-District Hospital|EMBU
12280|Kibaranyaki Dispensary|MERU
12281|Kiaoni Dispensary (Kibwezi)|MAKUENI
12282|Kibirichia Sub-District Hospital|MERU
12283|Kiarago Health Centre (Imenti South)|MERU
12284|Kibirichia Maternity and Nursing Home|Meru
12285|Kiban Medical Clinic (Kangundo)|Machakos
12286|Kiboko Dispensary (Makindu)|MAKUENI
12287|Kibugu Health Centre|EMBU
12288|Kibugua Health Centre|THARAKA-NITHI
12289|Kibunga Sub-District Hospital|MERU
12290|Kiburine Dispensary|MERU
12291|Kibwezi Sub County Hospital|MAKUENI
12292|Kiegoi Health Centre|MERU
12293|Kiengu PCEA Dispensary|MERU
12294|Kiengu Maternity and Nursing Home|MERU
12295|Kieni Model Health Centre|THARAKA-NITHI
12296|Kieni Kia Ndege Dispensary|MERU
12297|Kiereni Dispensary|THARAKA-NITHI
12298|Kigaa Dispensary|EMBU
12299|Kigogo Dispensary|THARAKA-NITHI
12300|Kigumo Dispensary|EMBU
12301|Kiini Health Centre|THARAKA-NITHI
12302|Kiirua Dispensary|MERU
12303|St Theresa Kiirua Hospital (Kiirua)|MERU
12304|Kiitini Dispensary|MACHAKOS
12305|Kikesa Dispensary|MACHAKOS
12306|Kikoko Mission Hospital|MAKUENI
12307|Kikumini Dispensary|MACHAKOS
12308|Kikumini Health Centre|MAKUENI
